Filename,Genome_length,GC,Contigs,CDS,mRNA,Gene,Chromosome,ExclFromRefSeq,Hypothetical Proteins,Average len CDS
GCA_002761015.1,4699764,52.249432099143704,1,4514.0,4514.0,4636.0,1.0,No,964,902.1402303943288
GCA_018338795.1,4726964,52.22246245158626,1,4338.0,4335.0,4456.0,1.0,from large multi-isolate project,214,934.7704011065007
GCA_001135805.2,4782100,52.054160306141654,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_900478235.1,4630342,52.32447192885536,1,4215.0,4215.0,4322.0,1.0,RefSeq annotation failed,0,952.2192170818505
GCA_002947135.1,4964094,52.213999170845675,2,4844.0,4841.0,4963.0,2.0,No,708,897.1265483071842
GCA_002761415.1,4773383,52.36135461998335,1,4449.0,4449.0,4577.0,1.0,No,876,932.9399865138233
GCA_018339575.1,4871491,52.184228606806414,3,4471.0,4468.0,4591.0,3.0,from large multi-isolate project,299,924.9753970029076
GCA_003324815.1,5155401,51.788289601526635,4,4854.0,4853.0,4970.0,4.0,No,801,920.540173053152
GCA_003718615.1,4775386,52.099013566652,1,4220.0,4220.0,4320.0,1.0,No,904,923.8651658767773
GCA_001953675.1,4858999,52.17121880453155,2,4652.0,4652.0,4775.0,2.0,No,866,915.9514187446259
GCA_000625675.2,4685846,51.74066753367482,1,4319.0,4319.0,4442.0,1.0,No,860,932.1159990738597
GCA_009756515.1,4911078,52.25074820640194,2,4698.0,4696.0,4810.0,2.0,No,437,911.1845466155811
GCA_900635855.1,4708696,52.154779157541704,1,4487.0,4487.0,4595.0,1.0,many frameshifted proteins,0,901.2431468687319
GCA_000487515.2,4805448,52.12055150737247,1,4529.0,4529.0,4651.0,1.0,No,917,920.1245308015015
GCA_004848885.1,4855984,52.175789706061636,3,4506.0,4505.0,4624.0,3.0,No,382,925.8315579227697
GCA_005930995.1,4767334,52.260718464449944,1,4440.0,4438.0,4561.0,1.0,No,310,939.1885135135135
GCA_015241115.1,4748456,52.15979678447057,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_005447485.2,5025382,52.155259042994146,2,4613.0,4608.0,4727.0,2.0,from large multi-isolate project,307,933.5471493605029
GCA_016657125.1,4557079,49.1571903844546,1,3899.0,3898.0,4015.0,1.0,No,119,934.4780713003335
GCA_001409155.1,4957530,52.15663848731122,2,4548.0,4548.0,4659.0,2.0,No,1,941.9076517150396
GCA_018338755.1,4700031,52.22935763615176,1,4314.0,4311.0,4428.0,1.0,from large multi-isolate project,198,944.374826147427
GCA_000623315.1,4711474,52.156713588995714,1,4371.0,4371.0,4479.0,1.0,No,741,928.3953328757722
GCA_017094565.1,4860491,52.26838193919092,1,2899.0,2896.0,3024.0,1.0,many frameshifted proteins,229,2440.006551724138
GCA_002982095.1,4685718,52.16705316026274,1,4483.0,4483.0,4603.0,1.0,No,849,908.9201427615436
GCA_018141925.1,4944447,52.98450969339948,2,1353.0,1353.0,1415.0,2.0,many frameshifted proteins,1487,3905.1837638376383
GCA_001317685.2,4648949,52.11231613855089,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_011388235.1,4653561,52.3347604125099,1,4372.0,4368.0,4490.0,1.0,from large multi-isolate project,370,930.4245196706313
GCA_007864305.2,4662734,52.30113920287968,1,4283.0,4279.0,4402.0,1.0,from large multi-isolate project,241,945.3343450852207
GCA_002504125.1,5253258,52.04408388089829,3,5052.0,5051.0,5173.0,3.0,No,872,892.8485748218527
GCA_000626015.2,4685849,51.74153072367462,1,4316.0,4316.0,4438.0,1.0,No,874,932.747219647822
GCA_000750295.1,4671261,52.09589016755861,1,4212.0,4212.0,4318.0,1.0,No,648,940.6609686609687
GCA_000625695.2,4685841,51.7251865780337,1,4317.0,4317.0,4439.0,1.0,No,861,931.5642807505212
GCA_000486585.2,4769795,52.24488683475914,2,4487.0,4487.0,4603.0,0.0,No,898,926.9360374414977
GCA_900635675.1,4930903,51.376695100268655,1,5641.0,5641.0,5752.0,1.0,RefSeq annotation failed,1,735.8656266619394
GCA_009730015.1,4670417,52.12401804806723,2,4278.0,4276.0,4391.0,2.0,No,324,945.9705469845723
GCA_008505865.2,5034005,52.16564147234657,2,4624.0,4619.0,4738.0,2.0,from large multi-isolate project,306,932.4346885813148
GCA_006344865.2,4812014,52.07293661240387,1,4415.0,4410.0,4531.0,1.0,from large multi-isolate project,224,943.8185730464326
GCA_009729915.1,5136727,52.02149150616725,1,4753.0,4751.0,4876.0,1.0,No,479,933.6562171260257
GCA_008244785.1,4870694,52.194143175489984,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_018141885.1,4874804,52.88899820382522,2,1329.0,1329.0,1396.0,2.0,many frameshifted proteins,1439,3929.9864763335836
GCA_001362195.2,4787723,52.0644782498904,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_003571625.1,5163692,51.99827952557976,3,5074.0,5064.0,5184.0,3.0,No,793,883.2857705951911
GCA_003325335.1,4855771,52.14399525842549,2,4661.0,4658.0,4779.0,2.0,No,617,908.0115854966746
GCA_012052605.1,4985118,51.89138953180246,6,4588.0,4576.0,4696.0,6.0,No,417,928.6410200523104
GCA_016454405.1,4983854,51.86737011156426,8,4675.0,4672.0,4790.0,8.0,contaminated,479,915.3982887700535
GCA_003878535.2,4908123,52.11794814433134,2,4545.0,4540.0,4657.0,2.0,from large multi-isolate project,243,928.773597359736
GCA_009667765.1,4900022,52.17513309123918,3,4584.0,4580.0,4701.0,3.0,No,388,929.4626963350786
GCA_002208255.1,5005424,51.85093210884832,3,4838.0,4835.0,4955.0,3.0,No,1046,892.6099627945432
GCA_005885935.1,5059269,52.122431125919576,2,4800.0,4797.0,4917.0,2.0,No,418,914.26125
GCA_013162305.1,4852711,51.591038493740925,1,4118.0,4115.0,4238.0,1.0,many frameshifted proteins,353,938.0881495871782
GCA_012223825.1,5005525,52.11587196148256,2,4671.0,4668.0,4766.0,2.0,No,394,924.3778634125455
GCA_004135835.1,4745355,52.1639160821477,2,4458.0,4458.0,4564.0,2.0,No,531,916.3707940780619
GCA_012051825.1,5210197,52.24146035169112,6,4884.0,4881.0,5007.0,6.0,contaminated,361,916.2027027027027
GCA_002266085.2,4918251,52.125501524830675,2,4512.0,4510.0,4629.0,2.0,No,262,919.2061170212766
GCA_002952975.1,4900326,52.157203418711326,1,4679.0,4675.0,4797.0,1.0,No,676,912.1906390254328
GCA_000623355.1,4678418,52.170113914575396,1,4333.0,4333.0,4439.0,1.0,No,718,932.3669513039465
GCA_000272775.4,4991133,52.184283608551404,2,4551.0,4551.0,4667.0,2.0,No,760,932.726433750824
GCA_903992995.2,4881179,52.17247718225453,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_009584525.2,5045665,52.15138143336904,2,4636.0,4631.0,4750.0,2.0,from large multi-isolate project,308,931.8323986194996
GCA_003971525.1,4949130,52.10166231236601,4,4783.0,4780.0,4898.0,4.0,No,632,899.8517666736358
GCA_004136035.1,4884276,52.11785738561867,1,4750.0,4748.0,4871.0,1.0,No,714,903.4677894736842
GCA_018338835.1,4782324,52.209950643243744,1,4432.0,4430.0,4543.0,1.0,from large multi-isolate project,222,936.7903880866426
GCA_001409195.1,5228621,52.12257687065098,2,4860.0,4860.0,4970.0,2.0,No,2,930.1845679012346
GCA_907163245.1,5004181,52.175670704157184,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_003325315.1,4640729,51.713900984091076,1,4271.0,4265.0,4380.0,0.0,No,614,928.0419105595879
GCA_016638585.1,4617729,51.47671073811391,2,4048.0,4037.0,4152.0,2.0,No,261,955.1595849802371
GCA_000493675.1,5027665,52.13235169805466,2,4656.0,4656.0,4765.0,2.0,RefSeq annotation failed,773,938.0023625429553
GCA_018338855.1,4687403,52.26872961424482,1,4316.0,4315.0,4434.0,1.0,from large multi-isolate project,198,945.16218721038
GCA_000487295.3,4801679,52.18258030159867,2,4546.0,4531.0,4653.0,2.0,No,565,883.5842498900132
GCA_000626355.1,4683803,52.17629776487183,1,4330.0,4330.0,4442.0,1.0,No,721,931.4062355658199
GCA_008757795.2,5097467,52.14103396843962,3,4649.0,4644.0,4763.0,3.0,from large multi-isolate project,319,929.388470638847
GCA_015052745.1,4899433,52.202530374433124,1,4529.0,4526.0,4649.0,1.0,No,217,938.1616250827998
GCA_002984035.1,5008763,51.887222453927244,2,4811.0,4808.0,4929.0,2.0,No,709,906.1785491581792
GCA_004126495.1,4875335,51.40493935288549,2,4369.0,4367.0,4478.0,2.0,No,544,935.8075074387732
GCA_001293505.1,5088186,52.131329318542996,4,4767.0,4767.0,5002.0,4.0,No,759,914.9660163624922
GCA_003717815.1,4874717,52.04025177256444,2,4292.0,4292.0,4390.0,2.0,No,913,925.8839701770736
GCA_900635725.1,4867363,51.68640596561218,1,4470.0,4470.0,4578.0,1.0,RefSeq annotation failed,1,933.6832214765101
GCA_003171775.1,4884649,52.09504306245955,1,4711.0,4709.0,4829.0,1.0,No,643,906.5013797495224
GCA_000439415.1,4808805,52.22291192926309,2,4441.0,4441.0,4548.0,2.0,No,716,934.3460932222472
GCA_009729935.1,4556079,52.314566977438275,1,4178.0,4172.0,4292.0,1.0,No,274,950.8013403542365
GCA_000623975.2,4685842,51.72357497329189,1,4317.0,4317.0,4439.0,1.0,No,877,931.6150104239055
GCA_008025235.2,4679931,52.304318161955806,1,4314.0,4310.0,4429.0,1.0,from large multi-isolate project,182,943.2614742698192
GCA_001834735.2,5098780,52.0582374607259,2,4755.0,4754.0,4872.0,2.0,No,355,920.9356466876972
GCA_002761035.1,4944010,52.03703066943635,2,4752.0,4752.0,4874.0,2.0,No,1107,886.9728535353536
GCA_009221365.2,4794618,52.0591004330272,2,4379.0,4377.0,4499.0,2.0,from large multi-isolate project,263,940.6547156885133
GCA_004328765.1,4662027,52.24489261859702,1,4469.0,4468.0,4588.0,1.0,No,621,913.4690087267845
GCA_016917395.1,4552574,49.19192966440524,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000624515.2,4685839,51.7035049646392,1,4316.0,4316.0,4439.0,1.0,No,878,931.4332715477294
GCA_000624035.2,4685841,51.752502912497455,1,4320.0,4320.0,4442.0,1.0,No,881,931.5381944444445
GCA_003994595.1,4649621,52.293939656587064,1,4041.0,4039.0,4148.0,1.0,many frameshifted proteins,417,891.5315515961396
GCA_010732035.2,4694564,52.25098646008447,1,4287.0,4284.0,4414.0,1.0,from large multi-isolate project,179,950.5528341497551
GCA_000818075.1,4599018,52.15161149619332,1,4016.0,4016.0,4143.0,1.0,No,635,937.0214143426294
GCA_001623825.2,4978429,52.14325643692016,2,4816.0,4816.0,4936.0,2.0,No,944,900.0813953488372
GCA_000487255.2,4660922,52.212394886676925,1,4417.0,4417.0,4539.0,1.0,No,844,916.5666742132669
GCA_008727575.1,4864287,52.07161912938114,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_003184425.1,4792035,52.004586777851166,4,4596.0,4594.0,4716.0,4.0,No,634,899.5130548302872
GCA_003717995.1,4906905,52.04298840103895,2,4348.0,4348.0,4447.0,2.0,No,983,919.2327506899724
GCA_016452005.1,5197189,51.82980645883765,3,4853.0,4850.0,4972.0,3.0,No,405,925.4906243560685
GCA_000623435.2,4685848,51.75808092793449,1,4319.0,4319.0,4442.0,1.0,No,876,932.1437832831674
GCA_016657825.1,5047093,50.54646308280826,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_005160385.1,5237229,51.891906960722935,4,4963.0,4959.0,5081.0,4.0,contaminated,508,917.0398952246625
GCA_008244845.1,4870263,52.19586704044525,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_018340425.1,4808480,52.23295095331581,1,4455.0,4454.0,4576.0,1.0,from large multi-isolate project,247,938.7838383838384
GCA_003718155.1,4800376,52.073587568973764,1,4222.0,4222.0,4326.0,1.0,No,884,925.8436759829465
GCA_015247435.2,4996836,52.0647065463025,3,4642.0,4638.0,4760.0,3.0,from large multi-isolate project,291,927.0430848772081
GCA_013162485.1,4505366,51.49277550369936,1,3921.0,3912.0,4026.0,1.0,No,279,953.0841622035196
GCA_000487775.2,4603849,52.25495015149281,1,4148.0,4148.0,4260.0,1.0,No,584,960.0515911282546
GCA_011302735.1,4673979,52.25988392331245,1,3897.0,3894.0,4008.0,1.0,many frameshifted proteins,295,893.5250192455735
GCA_013138305.1,5029397,51.68221955832876,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_001690115.1,4891990,52.06202383896942,4,4577.0,4577.0,4699.0,4.0,No,864,925.6126283591873
GCA_016025415.1,5238951,51.93148399364682,5,4899.0,4894.0,5017.0,5.0,No,346,922.1935088793631
GCA_016454265.1,5353174,51.81327937406854,4,5019.0,5016.0,5150.0,4.0,No,489,923.3544530783024
GCA_001620135.2,4954715,52.167541422665074,2,4852.0,4852.0,4965.0,2.0,No,1025,896.542868920033
GCA_004847005.1,4808499,52.20993079129267,2,4473.0,4472.0,4588.0,2.0,No,348,933.6666666666666
GCA_000831045.2,4685849,51.74153072367462,1,4321.0,4321.0,4443.0,1.0,No,876,932.1117796806295
GCA_014349455.1,4911591,51.94241540063088,11,4545.0,4540.0,4663.0,11.0,No,349,929.9339933993399
GCA_900475965.1,4791042,52.21256670260875,1,4419.0,4419.0,4527.0,1.0,RefSeq annotation failed,1,940.1147318397827
GCA_001975425.1,4566169,52.27636121221094,1,4319.0,4319.0,4435.0,1.0,No,830,920.5049780041676
GCA_012273275.1,4647334,52.26303941141308,1,4249.0,4238.0,4356.0,1.0,No,239,950.504824664627
GCA_005991765.2,4997605,52.10771959768729,1,4659.0,4658.0,4777.0,1.0,from large multi-isolate project,309,924.6381197681906
GCA_900205255.1,4765638,52.04560228871769,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_002211845.1,4812886,52.043555571438844,1,4629.0,4629.0,4751.0,1.0,No,931,911.1678548282566
GCA_014432465.2,4717025,52.26906789766855,1,4309.0,4300.0,4417.0,1.0,from large multi-isolate project,197,945.2817359016013
GCA_000213635.1,4911145,52.22191566325164,2,4554.0,4554.0,4684.0,2.0,No,519,934.0480895915679
GCA_000626555.2,4685842,51.727224264070365,1,4318.0,4318.0,4441.0,1.0,No,861,931.6164891153312
GCA_016452085.1,5088756,51.785426536465884,5,4739.0,4735.0,4859.0,5.0,contaminated,416,923.761553070268
GCA_003324755.1,5482544,51.180236765997684,2,5058.0,5051.0,5172.0,2.0,No,935,914.2550415183867
GCA_002761475.1,4726140,52.11453744493392,1,4385.0,4385.0,4511.0,1.0,No,812,937.2700114025085
GCA_000623135.2,4685848,52.16712108459344,1,4368.0,4368.0,4490.0,1.0,No,898,927.4574175824176
GCA_005946705.2,4884048,52.26920374246936,1,4540.0,4539.0,4664.0,1.0,from large multi-isolate project,229,935.4618942731278
GCA_006849305.2,4907209,52.08622661068644,2,4603.0,4598.0,4722.0,2.0,from large multi-isolate project,336,919.7073647621116
GCA_001623545.2,4836393,52.17264188414796,1,4690.0,4690.0,4803.0,1.0,No,941,905.0358208955224
GCA_004222725.2,4631870,51.44175030819086,1,4114.0,4108.0,4224.0,1.0,from large multi-isolate project,266,942.3388429752066
GCA_013367835.1,5028185,52.22657877544283,2,4671.0,4668.0,4793.0,2.0,contaminated,253,926.7520873474631
GCA_009664555.1,4708729,52.2454997941058,2,4364.0,4360.0,4478.0,2.0,No,311,937.0430797433547
GCA_008505585.2,5018194,52.15214876108815,2,4607.0,4602.0,4721.0,2.0,from large multi-isolate project,307,933.6429346646407
GCA_001623585.1,4783492,52.16088999417162,1,4477.0,4477.0,4593.0,1.0,No,937,928.4210408755863
GCA_014334175.1,4870141,52.20680469004901,4,4490.0,4484.0,4603.0,4.0,No,290,934.6692650334076
GCA_002208315.1,4645312,52.21926966369536,3,4400.0,4395.0,4523.0,3.0,No,782,919.1395454545454
GCA_003325275.1,4824596,52.173010962990475,2,4513.0,4509.0,4631.0,2.0,No,600,904.8038998448925
GCA_015565735.1,4638880,52.047929672679615,1,4236.0,4235.0,4360.0,1.0,No,231,941.7464589235127
GCA_003718595.1,4807245,52.078955826050056,1,4230.0,4230.0,4329.0,1.0,No,883,925.4730496453901
GCA_000623715.2,4685849,52.16510391179912,1,4361.0,4361.0,4483.0,1.0,No,896,927.4590690208668
GCA_000187565.1,4789937,52.17003897963585,2,4553.0,4553.0,4656.0,2.0,No,424,890.4895673182517
GCA_901457625.1,4837118,52.12068425868461,1,4626.0,4626.0,4728.0,1.0,No,6,903.5687418936446
GCA_000625555.2,4685835,51.73026792450012,1,4319.0,4319.0,4441.0,1.0,No,877,931.0713128038898
GCA_006461325.2,5093312,52.03994964376814,2,4732.0,4726.0,4847.0,2.0,No,304,926.4304733727811
GCA_006385115.1,5163447,52.146385931723515,3,4910.0,4907.0,5028.0,3.0,No,428,908.034215885947
GCA_003717285.1,4786194,52.043836919272394,1,4214.0,4214.0,4316.0,1.0,No,890,925.7052681537731
GCA_005154105.1,4852268,52.16776979342443,2,4406.0,4391.0,4511.0,2.0,No,390,899.4014979573309
GCA_018338335.1,4631614,52.27452028601692,1,4234.0,4228.0,4345.0,1.0,from large multi-isolate project,168,949.42820028342
GCA_003718455.1,4906454,52.04267684971672,2,4346.0,4346.0,4446.0,2.0,No,982,920.2188219052002
GCA_002813975.1,4739362,52.17451209677589,2,4550.0,4548.0,4669.0,2.0,No,636,902.3962637362638
GCA_006519455.2,4744898,52.16807611038214,1,4359.0,4356.0,4479.0,1.0,from large multi-isolate project,215,940.6655196145905
GCA_013377355.1,5049020,52.15368526961668,2,4713.0,4708.0,4828.0,2.0,No,411,921.2654360280077
GCA_016452165.1,5230756,51.98892856023107,6,4886.0,4883.0,5004.0,6.0,No,388,917.3309455587392
GCA_013162165.1,4517871,51.462182076469205,1,3948.0,3947.0,4066.0,0.0,No,261,967.4620060790273
GCA_900635695.1,4677748,52.232163853204575,1,4399.0,4399.0,4508.0,1.0,RefSeq annotation failed,0,917.764491929984
GCA_018338555.1,5049904,52.07649491950738,3,4598.0,4596.0,4711.0,3.0,from large multi-isolate project,311,921.477163984341
GCA_016455305.1,4901442,52.0905480468809,1,4521.0,4518.0,4627.0,1.0,from large multi-isolate project,243,935.7584605175846
GCA_000623495.2,4685838,51.72402460349675,1,4314.0,4314.0,4436.0,1.0,No,877,931.8588317107093
GCA_013138125.1,5494009,51.40998130873102,1,0.0,0.0,0.0,1.0,from large multi-isolate project,0,0.0
GCA_009729975.1,5066398,52.21198571450565,3,4745.0,4743.0,4867.0,3.0,No,357,923.9420442571128
GCA_900635585.1,4614415,52.29390941213567,1,5543.0,5543.0,5652.0,1.0,RefSeq annotation failed,2,700.0604365866859
GCA_000626435.2,4685731,51.71637040197143,1,4291.0,4291.0,4413.0,1.0,No,862,928.6865532509904
GCA_900477905.1,4626672,52.243599719193405,1,4256.0,4256.0,4365.0,1.0,No,1,941.6012687969925
GCA_004328785.1,5078028,52.08305271258843,2,5032.0,5028.0,5147.0,2.0,No,865,883.1653418124006
GCA_000625635.2,4685839,51.72478183736146,1,4319.0,4319.0,4442.0,1.0,No,877,931.6693679092383
GCA_018338975.1,4634029,52.17436058341456,1,4259.0,4255.0,4381.0,1.0,from large multi-isolate project,209,941.7234092509979
GCA_005886015.1,4874756,52.161708196266645,1,4481.0,4478.0,4580.0,1.0,No,381,943.3599642936845
GCA_003718655.1,5000389,51.85728550318785,2,4428.0,4428.0,4530.0,2.0,No,1031,920.1585365853658
GCA_000271885.2,4841916,52.142106554512715,1,4495.0,4495.0,4623.0,1.0,No,896,922.0769744160178
GCA_000210855.2,5067450,52.18131407315316,4,4677.0,4672.0,4788.0,4.0,No,2032,934.688261706222
GCA_000732045.2,4767676,52.22672429921832,2,4400.0,4394.0,4512.0,2.0,No,259,938.6647727272727
GCA_004919425.1,4962621,52.11367138453652,4,4692.0,4689.0,4811.0,4.0,No,388,923.0556265984654
GCA_004768585.1,4863345,51.958682758471795,2,4587.0,4581.0,4699.0,2.0,No,477,920.4872465663833
GCA_008386295.1,4890828,52.18363843504617,2,4490.0,4475.0,4591.0,2.0,No,390,915.8681514476615
GCA_018339755.1,4999101,52.186683165633184,3,4558.0,4553.0,4672.0,3.0,from large multi-isolate project,281,941.9826678367705
GCA_002386165.1,4588003,52.15022745190009,1,4301.0,4300.0,4414.0,1.0,No,683,898.3568937456406
GCA_006869965.2,5039280,52.09075502849613,2,4666.0,4665.0,4785.0,2.0,from large multi-isolate project,315,926.1221603086155
GCA_002760935.1,4738909,52.169476138917204,2,4569.0,4569.0,4692.0,2.0,No,985,900.059093893631
GCA_000625315.2,4685842,51.7249407897236,1,4316.0,4316.0,4439.0,1.0,No,879,931.7879981464318
GCA_000271905.2,4883715,52.188999562832805,1,4563.0,4563.0,4689.0,1.0,No,905,923.0118343195267
GCA_000623115.2,4685848,52.1670784028846,1,4369.0,4369.0,4491.0,1.0,No,898,927.551842526894
GCA_008330205.1,4941329,51.97494439249036,1,4550.0,4538.0,4656.0,1.0,No,419,923.0145054945054
GCA_001975305.1,4849139,52.204422269602915,1,4668.0,4668.0,4788.0,1.0,No,924,906.4492287917737
GCA_018142005.1,5028144,52.94719085213152,2,1528.0,1528.0,1597.0,2.0,many frameshifted proteins,1613,3554.921568627451
GCA_006685825.2,5050858,52.15315892864143,2,4631.0,4626.0,4745.0,2.0,from large multi-isolate project,310,931.6935866983373
GCA_000018385.1,4888494,52.16989117711917,2,4640.0,4640.0,4744.0,2.0,No,748,883.9993534482759
GCA_001692655.1,4893437,52.08688698761218,5,4586.0,4586.0,4709.0,5.0,contaminated,860,926.8183602267771
GCA_014858545.1,4916241,51.99098254133595,2,4501.0,4498.0,4613.0,2.0,No,298,941.2366140857587
GCA_003325055.1,5358955,51.80989577258999,5,5279.0,5274.0,5397.0,5.0,contaminated,898,882.4644819094525
GCA_004919445.1,4954168,52.18626013490055,4,4658.0,4656.0,4779.0,4.0,No,385,925.4474023185917
GCA_003717655.1,4914114,52.05310662308607,2,4366.0,4366.0,4467.0,2.0,No,993,918.3131012368301
GCA_018339875.1,4830889,52.20424232475637,1,4436.0,4433.0,4554.0,1.0,from large multi-isolate project,241,942.3897655545536
GCA_001623705.1,4815208,52.20721514003134,1,4497.0,4497.0,4621.0,1.0,No,884,934.0146764509673
GCA_018340115.1,4486992,52.08926158103246,1,4134.0,4133.0,4243.0,1.0,from large multi-isolate project,302,936.9753265602322
GCA_003071545.1,5359100,51.67903192700267,4,5177.0,5176.0,5299.0,4.0,contaminated,922,896.3546455476145
GCA_001305235.1,4781905,52.09532602592481,2,4522.0,4522.0,4628.0,2.0,No,581,917.016585581601
GCA_013364515.1,4801768,52.21270582002296,3,4390.0,4387.0,4506.0,3.0,No,232,942.4986332574032
GCA_018338895.1,4646130,52.35940449363233,1,4246.0,4245.0,4365.0,1.0,from large multi-isolate project,169,948.2018370230805
GCA_003717735.1,4875052,52.040019265435525,2,4291.0,4291.0,4390.0,2.0,No,912,925.6595199254253
GCA_001890185.1,5028098,52.1668034314367,2,4719.0,4719.0,4845.0,2.0,No,968,917.3591862682772
GCA_000624535.2,4686185,51.72561475912709,1,4322.0,4322.0,4445.0,1.0,No,879,931.37251272559
GCA_011311395.2,4737379,52.25121317082716,1,4386.0,4382.0,4505.0,1.0,from large multi-isolate project,272,939.281805745554
GCA_006402875.1,5089781,52.00610792487928,3,4571.0,4566.0,4686.0,3.0,many frameshifted proteins,515,883.0910085320498
GCA_005447645.2,5017400,52.17534978275601,2,4597.0,4592.0,4711.0,2.0,from large multi-isolate project,309,931.9928214052643
GCA_002761095.1,4790958,52.102314401420344,3,4591.0,4591.0,4713.0,3.0,No,1005,894.9675451971248
GCA_000623995.2,4685844,51.724385190800206,1,4320.0,4320.0,4443.0,1.0,No,879,931.5034722222222
GCA_000624995.2,4685984,51.72516594166775,1,4318.0,4318.0,4440.0,1.0,No,877,931.865910143585
GCA_008124065.1,4954714,52.12238284591199,3,4672.0,4670.0,4792.0,3.0,No,398,923.0398116438356
GCA_000973665.2,4488371,52.35721378647175,1,4255.0,4255.0,4378.0,1.0,No,791,924.5560517038778
GCA_009667745.1,4907799,52.196493784688414,2,4615.0,4614.0,4732.0,2.0,No,366,924.9846153846154
GCA_003718255.1,4914136,52.04855950262671,2,4358.0,4358.0,4457.0,2.0,No,979,919.5642496558054
GCA_013344545.1,5038048,51.87149864391923,3,4675.0,4675.0,4785.0,3.0,No,947,934.4391443850268
GCA_005549915.2,5023892,52.11811878121584,2,4611.0,4606.0,4725.0,2.0,from large multi-isolate project,309,933.6779440468445
GCA_016026715.1,4951410,52.238857214409634,2,4590.0,4587.0,4712.0,2.0,No,220,935.2418300653595
GCA_000483715.2,4712541,52.243089237844295,1,4368.0,4368.0,4488.0,1.0,No,822,936.3612637362637
GCA_016903075.1,4859543,51.95200454034464,1,4378.0,4377.0,4492.0,1.0,No,246,956.7811786203746
GCA_009221265.2,4992178,52.25576892490612,1,4656.0,4650.0,4770.0,1.0,from large multi-isolate project,329,930.0077319587629
GCA_004328805.1,5031002,52.18026150655476,3,4949.0,4948.0,5071.0,3.0,No,774,892.4659527177207
GCA_007972985.1,4872954,52.06597476602488,1,4544.0,4543.0,4666.0,1.0,from large multi-isolate project,386,929.8199823943662
GCA_008369665.2,5004568,51.84939039693336,2,4593.0,4574.0,4692.0,2.0,contaminated,390,931.536903984324
GCA_900635655.1,4952084,52.12874014253393,1,4719.0,4719.0,4830.0,1.0,RefSeq annotation failed,1,909.794659885569
GCA_013161805.1,5076106,51.71391219962704,4,4522.0,4514.0,4627.0,4.0,No,429,927.0283060592658
GCA_003589785.1,5056291,52.09953303716103,3,4860.0,4858.0,4978.0,3.0,No,648,886.533950617284
GCA_000625735.2,4685849,51.73598210270967,1,4319.0,4319.0,4441.0,1.0,No,861,931.960175966659
GCA_009017335.1,5111827,51.984212298264396,3,4799.0,4796.0,4919.0,3.0,No,453,917.0193790372995
GCA_008727615.1,4905257,52.23073938837455,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_000624075.2,4685848,51.73601448446471,1,4316.0,4316.0,4438.0,1.0,No,876,931.428405931418
GCA_018338475.1,4691274,52.26744376900603,1,4293.0,4291.0,4410.0,1.0,from large multi-isolate project,197,946.0370370370371
GCA_001975645.1,4640929,52.23163293383717,1,4383.0,4383.0,4503.0,1.0,No,809,927.7748117727584
GCA_002507915.2,4902428,52.158155101920926,2,4595.0,4590.0,4710.0,2.0,No,312,920.0907508161044
GCA_000623695.2,4685849,51.73698512265333,1,4320.0,4320.0,4442.0,1.0,No,877,931.6277777777777
GCA_013376955.1,5108176,51.941084253948965,2,4781.0,4775.0,4897.0,2.0,contaminated,511,922.7948128006693
GCA_014334215.1,5295190,51.88240648588625,2,4976.0,4972.0,5098.0,2.0,contaminated,366,917.9188102893891
GCA_001690075.1,4888003,52.06081092830753,4,4573.0,4573.0,4695.0,4.0,No,855,928.2285151979007
GCA_003717875.1,4898293,52.08026551290419,2,4355.0,4355.0,4460.0,2.0,No,992,916.841561423651
GCA_009497835.1,5096576,52.070566592159125,4,4862.0,4859.0,4983.0,4.0,No,470,911.2622377622378
GCA_002079245.1,5037523,52.14141950319631,2,4976.0,4976.0,5083.0,2.0,many frameshifted proteins,115,873.7924035369775
GCA_000828595.1,5184452,52.187212843324616,2,5106.0,5106.0,5213.0,2.0,contaminated,1252,890.195652173913
GCA_007815565.2,5034420,51.850441560298904,2,4718.0,4715.0,4834.0,2.0,contaminated,441,921.2908011869437
GCA_016657685.1,4552507,49.204471294607565,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000430165.1,4822189,52.249237846131706,1,4489.0,4489.0,4599.0,1.0,No,703,929.1470260637113
GCA_003181075.1,5027611,52.13235471081593,2,4929.0,4926.0,5046.0,2.0,No,667,892.7346317711504
